Age,Annual_Income,Monthly_Spend,Loyalty_Score,Days_Since_Last_Purchase,Purchase_Frequency,Gender,Preferred_Category,KMeans_Cluster,Agg_Cluster,Cluster_Label
25.053176215278942,30486.01921074089,148.42770849489474,2,60,1,M,Home,3,2,High-Value VIPs
32.24801048510513,36476.410425576294,144.6201286239307,1,104,3,M,Sports,3,2,High-Value VIPs
29.785077429825236,47336.879620543004,163.35439866274137,2,100,2,F,Home,3,2,High-Value VIPs
24.535452023696728,51048.74310527298,207.25467127324734,2,95,1,F,Electronics,3,2,High-Value VIPs
29.536497604383047,44666.929844745144,97.51123226274375,1,70,2,M,Beauty,3,2,High-Value VIPs
32.0643105941948,43192.5002064917,174.88279961224194,2,49,1,F,Beauty,3,2,High-Value VIPs
31.14814420961806,39740.215593609464,203.1573327814164,2,169,2,F,Home,2,3,Premium Shoppers
23.855024945389637,41226.8886093331,165.4723408275681,2,68,1,M,Home,3,2,High-Value VIPs
25.199094799015153,30590.51426937173,193.63921700743867,1,174,3,M,Electronics,2,3,Premium Shoppers
31.736468025616308,28454.408932621543,230.4908178280306,1,74,3,F,Beauty,3,2,High-Value VIPs
31.051851327167324,34973.00434071238,190.94838184427925,1,168,3,M,Beauty,2,3,Premium Shoppers
27.89549203017926,33638.523019800574,159.97234382566916,1,99,3,M,Fashion,3,2,High-Value VIPs
28.58663691654391,31374.1756053818,191.80353896339014,1,154,3,Other,Beauty,2,3,Premium Shoppers
34.388324478942124,40571.099579653725,155.79551332387564,2,120,2,F,Electronics,2,2,Premium Shoppers
25.04214305582085,42642.44166856408,150.9561217313982,2,99,3,M,Electronics,3,2,High-Value VIPs
30.735486905850188,35707.25509033478,135.9434305714507,2,159,3,M,Electronics,2,3,Premium Shoppers
26.98903673783053,46820.24064844209,212.5365343532843,1,113,3,M,Electronics,2,2,Premium Shoppers
33.49388425993595,33450.724325762254,211.29470898712464,1,108,1,F,Fashion,2,2,Premium Shoppers
32.12708174494015,29265.42143517756,169.99456494961487,2,142,3,M,Home,2,3,Premium Shoppers
32.06754818000319,20067.70706341552,94.02775300792234,1,122,3,F,Fashion,2,2,Premium Shoppers
34.52739403577164,34338.55451325841,164.70597171965687,1,101,2,F,Fashion,3,2,High-Value VIPs
28.105019208163796,34026.019932933734,65.99893969393504,2,78,1,M,Electronics,3,2,High-Value VIPs
31.40976485647482,47107.59794593705,175.02032067324143,1,81,2,M,Home,3,2,High-Value VIPs
26.44866621703272,40046.49347643822,185.40925931955962,2,62,3,F,Fashion,3,2,High-Value VIPs
29.62083176244221,26806.505405366363,126.30576177391785,1,51,2,F,Fashion,3,2,High-Value VIPs
27.349284728161578,49832.7405306735,154.9419078382233,1,143,2,F,Sports,2,3,Premium Shoppers
28.48497982496359,44768.26956420283,228.16629735001146,2,162,3,M,Beauty,2,3,Premium Shoppers
30.97578512718457,39656.781627748926,129.77013182952254,2,47,1,F,Sports,3,2,High-Value VIPs
23.908896583832636,33188.127209201346,107.64369651773598,2,147,1,F,Fashion,2,3,Premium Shoppers
38.4619363784273,27324.486106212164,209.26653609850393,2,146,2,F,Electronics,2,3,Premium Shoppers
22.96991309250149,32022.345791431577,228.50348762123178,2,66,3,M,Home,3,2,High-Value VIPs
21.92905693606134,43709.98895763349,150.14782687391389,2,93,2,F,Electronics,3,2,High-Value VIPs
33.79055436750034,50076.690447476874,190.45852141633424,1,167,2,F,Fashion,2,3,Premium Shoppers
31.95831346981468,47345.94822617751,203.65903662123526,1,108,2,M,Electronics,2,2,Premium Shoppers
31.120599085260775,31089.204625709808,120.30063069846463,2,152,3,F,Beauty,2,3,Premium Shoppers
31.1417275463214,26043.06053368791,130.58776658528527,1,73,3,M,Electronics,3,2,High-Value VIPs
27.938766135765427,36127.08997528963,199.2349805261894,2,111,1,M,Sports,2,2,Premium Shoppers
23.51372814257084,20852.485075497185,217.40057114834036,1,116,3,M,Sports,2,2,Premium Shoppers
28.37902279096863,37585.34171347825,172.5152344069742,2,45,2,Other,Fashion,3,2,High-Value VIPs
24.61419144243944,33819.17930961065,114.80742585991783,1,83,2,M,Beauty,3,2,High-Value VIPs
32.87559866708875,31271.70798505406,229.48244446797764,1,131,1,M,Home,2,2,Premium Shoppers
27.264713092489306,22242.37546186564,128.76116408752142,1,127,3,F,Beauty,2,2,Premium Shoppers
23.872514016037442,39108.80085255773,136.59448875314192,1,31,2,M,Fashion,3,2,High-Value VIPs
26.393070791735035,30738.39328270471,163.69351337958486,1,123,1,F,Beauty,2,2,Premium Shoppers
30.06465727137812,25640.665314317695,212.16641682859097,2,170,1,F,Fashion,2,3,Premium Shoppers
25.181377235980126,12021.902293746807,184.15903906208894,2,88,2,F,Sports,3,2,High-Value VIPs
23.888898022167844,34779.88075959491,166.59462001447642,2,98,2,F,Fashion,3,2,High-Value VIPs
29.218436057459563,49178.01277335795,168.53154120472425,1,148,3,F,Fashion,2,3,Premium Shoppers
29.224832855543614,48290.07371638296,151.74058674573865,2,121,1,M,Beauty,2,3,Premium Shoppers
25.46528412314435,31343.229947309825,172.32558058074025,1,74,2,Other,Beauty,3,2,High-Value VIPs
25.644808471908387,30182.303517105756,48.81759689222788,1,177,1,M,Home,2,3,Premium Shoppers
29.16024968678818,38750.19404860019,138.13570163720806,1,53,3,F,Electronics,3,2,High-Value VIPs
20.75957829251338,27012.91648649367,159.65287739667124,2,120,2,M,Fashion,2,3,Premium Shoppers
20.962681128117225,37414.33519855573,103.95943665521972,1,123,3,F,Sports,2,3,Premium Shoppers
24.40777889373782,41128.64222707752,165.4529327124624,2,87,1,F,Beauty,3,2,High-Value VIPs
26.932764241440765,44815.46579107446,141.82115116055513,2,157,3,F,Beauty,2,3,Premium Shoppers
29.554537827990025,34198.76738816038,220.2190279326196,1,36,3,M,Electronics,3,2,High-Value VIPs
32.2882981160101,27976.139305947512,131.36777723527348,2,82,3,F,Home,3,2,High-Value VIPs
27.200307350182864,28384.957167681117,143.9664915373322,2,67,1,F,Beauty,3,2,High-Value VIPs
27.904918960486555,33188.16886478779,147.0420973756643,2,82,2,M,Electronics,3,2,High-Value VIPs
22.987353176810956,37938.92405452942,131.9336209536151,2,172,1,Other,Sports,2,3,Premium Shoppers
27.90743432003805,42308.677009866,157.80099936112506,2,77,1,F,Home,3,2,High-Value VIPs
26.55670680539931,28574.568394557242,119.66871724449639,2,124,2,M,Electronics,2,3,Premium Shoppers
29.613592801690448,46941.508551676176,104.77538660249894,1,176,1,F,Fashion,2,3,Premium Shoppers
23.863845282238387,32831.01119165945,174.90844895601074,2,166,2,F,Fashion,2,3,Premium Shoppers
45.635425599688205,64679.490584773455,470.3623667377449,3,35,4,M,Home,1,0,Mid-Market Loyalists
52.72917239101804,53791.82481278265,355.6547392272006,2,57,3,M,Electronics,1,0,Mid-Market Loyalists
41.238678960802,28636.396095905875,491.62843446100794,2,45,9,F,Electronics,1,0,Mid-Market Loyalists
44.81198205469259,78260.68094541575,369.4737816667735,3,10,5,F,Beauty,1,0,Mid-Market Loyalists
46.83100794197779,76052.6584563865,440.2532190430385,3,9,4,M,Electronics,1,0,Mid-Market Loyalists
39.19145669679914,60780.0866432268,485.6275210089965,2,35,9,F,Electronics,1,0,Mid-Market Loyalists
43.56864737267292,66004.86075837308,417.31099482370297,2,58,9,F,Fashion,1,0,Mid-Market Loyalists
42.08814680547256,72739.0882655615,456.37927297129073,2,17,7,F,Home,1,0,Mid-Market Loyalists
42.683732689841825,41561.812146701865,378.68562848899427,4,39,8,M,Beauty,1,0,Mid-Market Loyalists
36.58893151301174,57064.209839805575,404.2826733257522,4,44,6,F,Fashion,1,0,Mid-Market Loyalists
42.1715712198126,76913.97019432741,403.53124552957274,2,17,4,M,Beauty,1,0,Mid-Market Loyalists
45.48598803871815,46185.65865246126,360.2737322767809,3,33,3,M,Home,1,0,Mid-Market Loyalists
52.158005254565296,69403.36898249944,405.85806695073745,2,39,5,M,Electronics,1,0,Mid-Market Loyalists
48.71489578259645,44651.27293064892,296.11053609090027,4,27,6,F,Electronics,1,0,Mid-Market Loyalists
57.07227720258089,71996.4497365029,380.7077002286316,3,45,8,F,Fashion,1,0,Mid-Market Loyalists
36.628567059783656,64465.37776553775,397.2099605304263,4,37,9,M,Fashion,1,0,Mid-Market Loyalists
48.106244457044745,40773.02276141736,399.5056198003696,3,44,8,F,Beauty,1,0,Mid-Market Loyalists
43.28339404016846,82471.09031685758,400.6802043303377,4,52,4,M,Home,1,0,Mid-Market Loyalists
57.32862053252371,53981.12634802926,415.0588640111897,3,8,8,F,Fashion,1,0,Mid-Market Loyalists
36.341912002513936,52846.213444784284,458.3553214468851,3,33,8,Other,Electronics,1,0,Mid-Market Loyalists
36.121947104734566,68008.53795846415,489.9613659306018,3,42,5,F,Electronics,1,0,Mid-Market Loyalists
37.804251481891846,82229.56024143074,368.01878185213866,3,17,9,M,Home,1,0,Mid-Market Loyalists
27.132729929831353,49762.67271532405,323.74393156886845,4,53,5,F,Fashion,1,0,Mid-Market Loyalists
38.319714848234675,65925.19774771958,336.63644702055177,4,24,5,M,Home,1,0,Mid-Market Loyalists
36.686071369124114,71432.24750495859,381.02376630440585,3,7,3,M,Electronics,1,0,Mid-Market Loyalists
43.052756505333456,75396.58410894717,391.8462945746793,3,41,8,F,Home,1,0,Mid-Market Loyalists
44.392291830440115,67646.62332915838,358.4003147042034,4,41,8,F,Sports,1,0,Mid-Market Loyalists
55.1331958745112,59494.58241375016,316.31066686000844,3,37,8,M,Fashion,1,0,Mid-Market Loyalists
48.652966867302354,52586.146690269205,383.51033380206496,3,34,7,F,Fashion,1,0,Mid-Market Loyalists
37.96167441036318,66292.15824569562,434.51412960911773,3,45,5,F,Sports,1,0,Mid-Market Loyalists
35.71109730056149,48917.9148202159,467.60235726684516,2,7,6,M,Fashion,1,0,Mid-Market Loyalists
45.44343420054554,21179.742747580887,375.4061557513343,3,31,4,F,Home,1,0,Mid-Market Loyalists
32.7583675508555,71548.39706236502,386.96017422852526,2,49,9,F,Electronics,1,0,Mid-Market Loyalists
54.82021136098048,78559.02261629293,345.8641352922151,3,44,6,F,Home,1,0,Mid-Market Loyalists
50.25608084504901,29556.01346687242,417.48486637001787,4,26,9,F,Electronics,1,0,Mid-Market Loyalists
38.71577043526707,49854.03942935094,352.12570926473484,2,9,3,F,Sports,1,0,Mid-Market Loyalists
30.008058296363856,74287.31391507796,465.850225059296,2,57,3,M,Beauty,1,0,Mid-Market Loyalists
51.477106619157894,95862.43204567548,277.1306806452711,3,8,9,F,Beauty,1,0,Mid-Market Loyalists
41.19822108323167,65311.905615131116,391.22962620380304,3,24,8,F,Beauty,1,0,Mid-Market Loyalists
50.66471418381423,54079.955881562986,444.08858713533937,2,50,6,M,Home,1,0,Mid-Market Loyalists
30.83900638843943,62256.553383427396,434.70676130580034,4,16,8,F,Fashion,1,0,Mid-Market Loyalists
37.804374839323586,85623.14628722277,635.4426931184397,4,11,7,F,Sports,1,0,Mid-Market Loyalists
42.03670589802728,55310.53731313197,447.9840019654326,3,15,3,Other,Sports,1,0,Mid-Market Loyalists
42.32886415635319,53012.119900246194,339.67563225263916,4,8,3,M,Fashion,1,0,Mid-Market Loyalists
38.84954169964529,57758.847167269516,412.36286023287414,4,40,6,M,Sports,1,0,Mid-Market Loyalists
46.35994952643249,50700.07087611932,277.90029332268386,3,44,3,F,Home,1,0,Mid-Market Loyalists
34.52665699432184,66840.05473992194,413.55202005625915,4,37,7,M,Home,1,0,Mid-Market Loyalists
41.00334360485095,89370.17687704341,353.3555154399393,3,16,7,F,Fashion,1,0,Mid-Market Loyalists
42.84206942198329,69846.18909674043,493.23122204481297,2,56,7,M,Electronics,1,0,Mid-Market Loyalists
45.601071838411244,61214.69746810569,376.03677803235723,3,18,4,M,Electronics,1,0,Mid-Market Loyalists
46.98130414662223,60622.83096626684,410.6587267363803,2,42,7,M,Electronics,1,0,Mid-Market Loyalists
34.127505357134915,41552.13786955015,369.15537268764774,2,27,7,M,Home,1,0,Mid-Market Loyalists
31.261200804850645,78246.64665720738,559.1081081482665,4,55,4,F,Fashion,1,0,Mid-Market Loyalists
50.94373775328956,63832.44204480797,394.30057871056704,4,53,8,M,Fashion,1,0,Mid-Market Loyalists
44.32619808385714,62292.80129614061,566.6045634783361,4,12,5,M,Sports,1,0,Mid-Market Loyalists
36.76059424410413,112896.61351767291,485.1321409694613,3,54,3,M,Fashion,1,0,Mid-Market Loyalists
52.85806382865766,69481.2936254853,458.5653381868309,4,55,7,F,Fashion,1,0,Mid-Market Loyalists
42.80972244005001,53723.134248572234,449.4986517854016,2,9,3,M,Electronics,1,0,Mid-Market Loyalists
50.255080288446784,58604.63605691685,451.5037838573001,4,16,6,F,Electronics,1,0,Mid-Market Loyalists
42.47262936987076,82226.68563795132,265.7861936523512,4,11,3,F,Beauty,1,0,Mid-Market Loyalists
56.42523547417391,66699.05615806647,397.6893284679395,3,52,9,F,Home,1,0,Mid-Market Loyalists
54.28738589710243,43425.8303252395,487.61263769474573,3,32,8,F,Beauty,1,0,Mid-Market Loyalists
40.25725096064649,78788.43401862806,416.08822532207154,2,27,4,F,Electronics,1,0,Mid-Market Loyalists
48.80099665668049,54977.83871691509,307.584812255714,3,51,3,Other,Home,1,0,Mid-Market Loyalists
46.51763164709603,93099.46664326318,415.8076439538024,4,32,3,M,Fashion,1,0,Mid-Market Loyalists
51.580420902726445,81200.72098571973,556.3284413004393,3,44,3,M,Electronics,1,0,Mid-Market Loyalists
35.24553577593927,58290.17156511873,519.7513372427776,2,50,5,M,Electronics,1,0,Mid-Market Loyalists
46.802360219989076,84215.2454260267,415.0396792507175,4,32,5,F,Electronics,1,0,Mid-Market Loyalists
49.408971407947114,66017.83265791104,496.1159421646469,2,14,6,Other,Fashion,1,0,Mid-Market Loyalists
29.6888235950382,77791.6051268333,390.67943837055583,3,11,4,F,Electronics,1,0,Mid-Market Loyalists
33.71719041133957,72270.99225941712,283.6902730538625,3,21,3,M,Sports,1,0,Mid-Market Loyalists
27.725374755679297,52304.6501751369,346.0427209496356,2,22,3,Other,Fashion,3,0,High-Value VIPs
40.114152158888096,55346.75251523807,545.0311014806558,4,7,3,M,Electronics,1,0,Mid-Market Loyalists
47.022795790571735,80449.41226371742,398.0805534536557,3,22,3,M,Electronics,1,0,Mid-Market Loyalists
52.5164993646722,59978.37001840189,400.52928164999855,3,43,5,M,Home,1,0,Mid-Market Loyalists
42.51866346293843,58945.27305137005,396.01294429800953,4,9,8,M,Electronics,1,0,Mid-Market Loyalists
53.400308818999044,50673.16130975971,572.3309271658405,3,58,8,F,Sports,1,0,Mid-Market Loyalists
32.33928979249576,71353.98598390192,550.076713228965,2,53,6,M,Sports,1,0,Mid-Market Loyalists
30.076322924513917,95937.87378864718,597.5024186758508,3,37,9,F,Electronics,1,0,Mid-Market Loyalists
41.61116610772367,48987.006286185904,407.2763831679959,3,19,7,F,Fashion,1,0,Mid-Market Loyalists
44.68845814257515,65363.29185009137,443.6499590997676,4,22,4,F,Electronics,1,0,Mid-Market Loyalists
41.771136763341346,86183.30833123144,298.6685960463367,2,49,8,F,Home,1,0,Mid-Market Loyalists
27.527905299720864,63805.37913131427,538.1547540894619,4,27,9,M,Fashion,1,0,Mid-Market Loyalists
41.37615972341048,71785.57694374601,326.5776358985652,3,8,3,F,Fashion,1,0,Mid-Market Loyalists
32.86871349646603,49064.0970777968,437.34204510101034,3,33,8,F,Electronics,1,0,Mid-Market Loyalists
46.687707841810266,71424.60645811472,332.21579778937246,4,44,6,M,Home,1,0,Mid-Market Loyalists
44.56618772267794,62192.83602493177,372.8906538609043,4,32,7,F,Fashion,1,0,Mid-Market Loyalists
35.420841495708515,79785.94993519795,353.019005516024,4,44,8,M,Electronics,1,0,Mid-Market Loyalists
38.40293157864315,82810.79077347126,371.36997914593456,2,52,6,M,Home,1,0,Mid-Market Loyalists
34.58550534677734,103843.45463027922,376.87018374808173,3,31,5,F,Home,1,0,Mid-Market Loyalists
41.5612463190878,73694.49759820364,376.1384964059938,4,17,7,F,Sports,1,0,Mid-Market Loyalists
48.68599624350867,69886.9447487325,486.66671294242457,3,14,6,M,Electronics,1,0,Mid-Market Loyalists
35.09991767565119,67915.76452366004,331.6109765549984,2,14,9,F,Beauty,1,0,Mid-Market Loyalists
45.52832560862491,59702.505607839674,437.64331416110934,2,39,8,F,Home,1,0,Mid-Market Loyalists
38.28819667139292,70077.25765192536,517.4367321844447,2,59,5,F,Electronics,1,0,Mid-Market Loyalists
36.44989017416359,60568.97884791456,378.94429083892834,2,13,9,M,Home,1,0,Mid-Market Loyalists
41.250787480318095,67526.91464404421,362.56648874019186,3,44,6,F,Fashion,1,0,Mid-Market Loyalists
34.75330374306438,84763.9630341194,401.55802998557994,2,27,6,M,Sports,1,0,Mid-Market Loyalists
38.12445486256973,49901.86152080538,514.3780166688568,2,14,9,F,Electronics,1,0,Mid-Market Loyalists
33.61485475187806,82098.17841693568,435.5286104762686,4,57,8,M,Home,1,0,Mid-Market Loyalists
55.753075930414724,84756.72601009798,377.5028564313921,2,27,7,M,Fashion,1,0,Mid-Market Loyalists
42.2468448638021,63228.97209513382,458.71013209504315,4,26,5,F,Sports,1,0,Mid-Market Loyalists
37.101921444051904,33172.176514871084,331.81662801308613,2,14,3,M,Fashion,1,0,Mid-Market Loyalists
43.497859375139555,55882.670193583515,474.50876083543585,2,52,4,M,Sports,1,0,Mid-Market Loyalists
41.21370365216419,84454.91819841664,452.6885846161414,4,37,7,M,Sports,1,0,Mid-Market Loyalists
40.45321280326744,64656.97906551677,395.3753223088893,2,56,5,F,Fashion,1,0,Mid-Market Loyalists
46.29916690030397,50010.466515576336,352.9131361242215,3,35,9,M,Beauty,1,0,Mid-Market Loyalists
47.30255397033113,57428.376181576736,349.0655262173234,3,54,6,F,Sports,1,0,Mid-Market Loyalists
38.28649196672631,77609.3003975683,462.78538690767283,2,15,9,M,Fashion,1,0,Mid-Market Loyalists
37.96927231548724,73201.00352302068,518.318440199125,3,21,5,M,Fashion,1,0,Mid-Market Loyalists
40.07463811993849,61416.01851245458,369.01538023769643,4,36,9,M,Home,1,0,Mid-Market Loyalists
25.886551846850907,59497.63382277969,456.67093628411874,2,32,9,F,Fashion,1,0,Mid-Market Loyalists
31.393662564610132,59123.62776434267,253.0378385118345,2,16,4,M,Electronics,1,0,Mid-Market Loyalists
51.56811987211167,51163.84723252246,373.23058154742404,4,35,8,M,Electronics,1,0,Mid-Market Loyalists
53.514773994508985,89230.63534204163,417.51528537032783,4,22,4,Other,Fashion,1,0,Mid-Market Loyalists
40.25674772310535,60165.192961829904,347.2253266414533,4,42,3,F,Fashion,1,0,Mid-Market Loyalists
46.03589874139036,83257.37781238244,345.0794900168323,2,26,3,M,Electronics,1,0,Mid-Market Loyalists
44.178751081804755,87819.74077883677,366.5776354824891,4,51,4,M,Sports,1,0,Mid-Market Loyalists
63.55216565918666,79974.6634722194,443.3754182661099,4,43,7,F,Beauty,1,0,Mid-Market Loyalists
49.83702438004204,58525.695309229275,405.01367852749,3,28,7,M,Electronics,1,0,Mid-Market Loyalists
41.10457685963463,71055.95135504914,240.94150133400223,3,13,9,M,Home,1,0,Mid-Market Loyalists
35.31121691579702,64637.06590413626,250.3439877891947,2,29,9,F,Home,1,0,Mid-Market Loyalists
30.75487575819699,51444.47208904808,371.45078577142596,3,47,6,F,Sports,1,0,Mid-Market Loyalists
43.42424545107056,69865.38922582404,456.61492688428416,3,46,3,F,Electronics,1,0,Mid-Market Loyalists
36.70554478300988,47314.403132602965,200.19961258198123,4,35,6,M,Electronics,1,0,Mid-Market Loyalists
32.04422403281628,82815.19082692346,380.02158590786956,4,22,3,M,Sports,1,0,Mid-Market Loyalists
34.429163974699236,68017.39483809259,531.0670222566758,3,34,7,M,Beauty,1,0,Mid-Market Loyalists
53.809991445507954,69249.31807319213,389.19825506297093,3,54,9,F,Beauty,1,0,Mid-Market Loyalists
48.17147829864615,61116.42539443884,450.63911877927427,2,44,7,F,Electronics,1,0,Mid-Market Loyalists
41.944191510783675,73800.40702212912,431.30057120699706,2,37,4,M,Home,1,0,Mid-Market Loyalists
52.35960897223018,57876.44515066213,249.55468161542396,2,20,6,Other,Electronics,1,0,Mid-Market Loyalists
42.54157815353333,78069.45946185866,481.456577330539,3,59,6,F,Electronics,1,0,Mid-Market Loyalists
35.97101059070216,44810.30479629878,437.23172043650305,3,39,5,F,Beauty,1,0,Mid-Market Loyalists
52.6618685408876,66895.69369319618,460.6614911739672,2,15,9,M,Electronics,1,0,Mid-Market Loyalists
45.77237030579261,94083.93498587428,734.0990165149061,2,33,9,M,Fashion,1,0,Mid-Market Loyalists
34.739276919714804,49995.03013091638,253.27096484011292,3,30,9,F,Sports,1,0,Mid-Market Loyalists
40.667629253414745,54833.82544212723,557.9757319808887,4,19,3,M,Electronics,1,0,Mid-Market Loyalists
35.8706722263067,72708.61774488373,397.00419844797153,2,32,6,Other,Sports,1,0,Mid-Market Loyalists
32.320401883249644,67693.72672909396,442.98631235224076,3,35,4,M,Sports,1,0,Mid-Market Loyalists
48.48324283272149,70259.45148910339,416.3590203759006,3,57,6,F,Home,1,0,Mid-Market Loyalists
55.36591648329092,72337.80695221495,386.0610933281565,4,55,7,M,Electronics,1,0,Mid-Market Loyalists
32.21002698326601,74520.82202842654,374.4133657408993,3,49,3,F,Fashion,1,0,Mid-Market Loyalists
45.940784656834,81645.49762934334,446.3606988458407,3,34,9,M,Fashion,1,0,Mid-Market Loyalists
37.44550201614721,71147.27985392768,298.62610426626566,2,34,8,M,Fashion,1,0,Mid-Market Loyalists
38.59012231364713,61381.13518072186,480.04633340174126,2,14,5,M,Fashion,1,0,Mid-Market Loyalists
37.85324253032792,75088.60551804097,386.7044476091797,4,29,3,F,Sports,1,0,Mid-Market Loyalists
35.95206461224129,93498.22902342823,329.59445287677136,4,35,7,M,Electronics,1,0,Mid-Market Loyalists
42.33965139561379,63010.493804261394,383.9989713603349,3,11,9,F,Beauty,1,0,Mid-Market Loyalists
36.18334918512274,50382.06042994038,520.5719373490058,2,48,7,F,Electronics,1,0,Mid-Market Loyalists
43.89319778045887,81606.2100393046,377.17319303870215,4,13,7,M,Home,1,0,Mid-Market Loyalists
41.64833323385604,63194.282540696026,448.6762894567696,4,48,9,F,Sports,1,0,Mid-Market Loyalists
40.32736367193513,32409.95680978946,361.5234979427621,4,42,7,M,Fashion,1,0,Mid-Market Loyalists
35.64705436570881,77711.32515725633,480.6337479938896,3,47,4,Other,Electronics,1,0,Mid-Market Loyalists
37.96260068602167,56970.07721069116,474.84061910321634,2,33,5,F,Home,1,0,Mid-Market Loyalists
47.28773858078029,63642.00076543759,567.8887066637129,4,52,8,M,Beauty,1,0,Mid-Market Loyalists
45.50642031337067,69979.70495853522,405.95488436006275,2,8,7,M,Home,1,0,Mid-Market Loyalists
35.157113286410144,67857.495196686,473.49238438063253,4,31,7,M,Fashion,1,0,Mid-Market Loyalists
42.69532613800458,75641.77725708559,427.8454031631156,4,15,6,Other,Fashion,1,0,Mid-Market Loyalists
47.259709863602524,58467.70444145235,523.6697425490412,2,59,5,M,Sports,1,0,Mid-Market Loyalists
30.314163032150397,72696.58697264123,362.4934089913016,2,33,3,F,Sports,1,0,Mid-Market Loyalists
45.803521346659544,61106.79983624124,479.60042503018246,2,7,5,M,Fashion,1,0,Mid-Market Loyalists
37.361633687379076,76082.15721331254,404.4242163106655,3,29,5,Other,Beauty,1,0,Mid-Market Loyalists
45.994190680152116,74230.5122601958,414.8649458313202,4,16,9,M,Fashion,1,0,Mid-Market Loyalists
36.65718590420238,50968.41946933107,427.34019875586984,3,48,9,F,Fashion,1,0,Mid-Market Loyalists
29.365825295348365,81289.73174262549,440.1792317141342,2,58,9,F,Electronics,1,0,Mid-Market Loyalists
30.607202934817863,56960.54832328928,410.70167655024335,4,31,8,F,Fashion,1,0,Mid-Market Loyalists
42.336594626629676,77120.86697421718,437.17705465364213,3,9,5,M,Home,1,0,Mid-Market Loyalists
43.81805751205037,70509.3097010201,546.2494446049748,4,12,8,M,Electronics,1,0,Mid-Market Loyalists
35.669783624269144,92572.75515192683,498.83597484921745,3,12,7,M,Fashion,1,0,Mid-Market Loyalists
46.47014721144161,61648.01026442222,489.5323673997517,2,59,9,F,Beauty,1,0,Mid-Market Loyalists
30.369359564117282,59760.24805822704,383.55683791809037,3,8,7,M,Home,1,0,Mid-Market Loyalists
41.537441409468784,64708.70591168401,348.86073374173407,4,24,9,F,Home,1,0,Mid-Market Loyalists
33.522886601662805,60452.303257485866,496.42404465902024,4,29,4,M,Sports,1,0,Mid-Market Loyalists
37.437147245384885,76999.12852913074,490.08374340238356,4,8,8,F,Electronics,1,0,Mid-Market Loyalists
42.3317906992149,40755.340873451176,537.8136540600785,4,18,8,Other,Home,1,0,Mid-Market Loyalists
35.97710644301233,49194.76371280469,371.6815499224616,2,28,3,F,Beauty,1,0,Mid-Market Loyalists
49.04404966450108,79254.61387960364,288.84126699796525,2,26,5,M,Fashion,1,0,Mid-Market Loyalists
37.96175691333796,90659.20058872888,388.60231151513017,2,45,3,M,Electronics,1,0,Mid-Market Loyalists
47.849844784455996,63433.261721937924,499.72564084635576,2,30,8,M,Sports,1,0,Mid-Market Loyalists
34.092052017396675,62467.67415214984,382.6803696617442,4,54,3,F,Fashion,1,0,Mid-Market Loyalists
45.70862924540698,66050.78244669772,471.2383836160659,4,26,4,F,Sports,1,0,Mid-Market Loyalists
52.0909803446053,82428.17453912286,404.7597515201751,4,7,6,Other,Home,1,0,Mid-Market Loyalists
24.698488499108976,51089.70298714139,445.92456225772486,3,7,8,M,Home,1,0,Mid-Market Loyalists
36.421733211706666,68575.53474102178,328.1846888147466,4,23,8,F,Beauty,1,0,Mid-Market Loyalists
46.03950489026378,79627.96444673644,426.8167559707121,3,7,5,F,Home,1,0,Mid-Market Loyalists
40.57868229769905,72516.41254909767,180.70912232794214,4,59,9,F,Fashion,1,0,Mid-Market Loyalists
44.59802111359916,67843.72424898115,405.0483073470412,4,58,6,M,Home,1,0,Mid-Market Loyalists
37.772103692989255,80015.69138850711,289.5621405027888,2,51,4,M,Beauty,1,0,Mid-Market Loyalists
42.6061285123103,24451.515605011446,516.4795613237453,2,36,7,F,Fashion,1,0,Mid-Market Loyalists
40.910259352255444,75168.12979296362,482.1925882211609,2,47,3,F,Fashion,1,0,Mid-Market Loyalists
50.17447443161865,55188.864753088645,457.3336785572865,3,53,5,Other,Electronics,1,0,Mid-Market Loyalists
43.78094590310849,37540.50654715314,541.6804981727504,3,9,8,M,Sports,1,0,Mid-Market Loyalists
44.36321863452642,72668.03899287472,344.086678334013,4,52,7,M,Electronics,1,0,Mid-Market Loyalists
39.11686123714273,85604.87817744436,559.7890558332447,3,17,4,F,Home,1,0,Mid-Market Loyalists
38.586756431492546,62938.27228058462,494.5753251408308,4,30,6,F,Fashion,1,0,Mid-Market Loyalists
38.97209268526265,79293.11820804408,401.0755770224843,3,28,3,M,Fashion,1,0,Mid-Market Loyalists
44.76116499664808,89184.17386982968,510.84961177463555,3,50,5,F,Home,1,0,Mid-Market Loyalists
39.05310863425816,84723.7168037607,331.49651900706925,3,51,8,Other,Electronics,1,0,Mid-Market Loyalists
44.02842399827489,89599.46794057089,354.0388670777861,2,32,8,Other,Home,1,0,Mid-Market Loyalists
56.52780559051807,76131.91236607838,371.312822140824,3,19,7,M,Beauty,1,0,Mid-Market Loyalists
48.09787292402184,66131.50458352389,377.6817833548788,2,7,7,F,Beauty,1,0,Mid-Market Loyalists
39.71783527482511,40970.51282154248,335.47538857917976,2,30,3,F,Electronics,1,0,Mid-Market Loyalists
50.40849745514761,61309.062678050774,517.846645367626,3,16,6,M,Sports,1,0,Mid-Market Loyalists
